,genre,keywords,director,popularity,tagline,original_title,imdb_id,id
2249,action drama fiction science thriller,3d animal ape attack colony dystopia forest leader medical monkey plague post-apocalyptic research scientist sequel woods,Matt Reeves,75.385211,one last chance for peace.,Dawn of the Planet of the Apes,2103281,2249
2250,adventure movie tv,dinosaur footage found jungle,Sid Bennett,11.736223,the discovery of a lifetime will become a fight for survival.,The Dinosaur Project,1907779,2250
2251,comedy drama,european gunfight hotel hotel lobby mentor painting painting protégé relationship renaissance theft wartime,Wes Anderson,14.442048,a perfect holiday without leaving home.,The Grand Budapest Hotel,2278388,2251
2252,action crime thriller,comic convenience daniels fan film gang jack laundromat marvel prostitute store,Phil Joanou,11.309444,what's the difference between justice and punishment?,The Punisher: Dirty Laundry,2280378,2252
2253,adventure animation comedy family,air balloon construction dessert dog explorer helicopter hot jungle museum parrot peru pyramid train treasure worker,Enrique Gato,11.003515,"no whip, no gun...all fun!",Las aventuras de Tadeo Jones,1764625,2253
2254,action drama,arts chinese martial steampunk,Stephen Fung,10.066776,see the extraordinary life of founder of the yang style tai chi.,太极,1981080,2254
2255,action adventure fiction science,assassin assassination based brotherhood chase conspiracy corporate game genetic memory memory on parkour religion secret society spain video,Justin Kurzel,27.54107,your destiny is in your blood.,Assassin's Creed,2094766,2255
2256,comedy romance,biography director film hollywood maker mexico,Peter Greenaway,11.461055,,Eisenstein in Guanajuato,1702429,2256
2257,drama,director female friendship march political protest protest woman,Sally Potter,10.463908,friendship pulled them together. love tore them apart.,Ginger & Rosa,2115295,2257
2258,drama music,classical music quartet,Yaron Zilberman,11.03656,no arrangement is more beautiful...or more complicated.,A Late Quartet,1226240,2258
2259,crime drama,adult art break dealer drug drug female female florida friendship house nudity nudity party sex spring young,Harmony Korine,14.830235,a little sun can bring out your dark side.,Spring Breakers,2101441,2259
2260,action fiction horror mystery science thriller,action blood bloody extreme extreme gore gruesome motion motion scene slow slow spray ultra violence,John Hyams,12.887287,under their own command,Universal Soldier: Day of Reckoning,1659343,2260
2261,comedy drama fiction science,england father london relationship son time travel,Richard Curtis,11.213913,what if every moment in life came with a second chance?,About Time,2194499,2261
2262,action adventure fantasy,(tolkien) and battle battle corruption dragon dwarves elves epic friendship hobbit middle-earth orcs sorcery sword unlikely,Peter Jackson,31.718977,witness the defining chapter of the middle-earth saga,The Hobbit: The Battle of the Five Armies,2310332,2262
2263,action animation,based comics dc dystopic future future graphic novel on powers super,Jay Oliva,12.107182,old heroes never die. they just get darker.,"Batman: The Dark Knight Returns, Part 1",2313197,2263
2264,action adventure drama fantasy mystery romance,adult angel based demon downworlder hunter novel on shadowhunter vampire warlock werewolf young,Harald Zwart,14.336187,you have been chosen,The Mortal Instruments: City of Bones,1538403,2264
2265,action fiction science thriller,animal giant global godzilla gojira horror kaiju monster monster remake threat,Gareth Edwards,14.019239,the king will rise.,Godzilla,831387,2265
2266,fiction horror science,body celebrity future horror injection metamorphosis near noir satire tech virus,Brandon Cronenberg,10.540581,what if you could feel like they do ...,Antiviral,2099556,2266
2267,fiction horror science thriller,acid alien alien alien android biological creation egg engineer experiment genetic genocide gore infection life-form mutation outer robot scientist sequel space space space spaceship technology travel xenomorph,Ridley Scott,72.884078,the path to paradise begins in hell.,Alien: Covenant,2316204,2267
2268,action animation,anime based battle bingo dragon gods on series tv,Masahiro Hosoda,10.834344,,ドラゴンボールZ 神と神,2263944,2268
2269,adventure animation comedy family adventure animation comedy family,amnesia animal animation anthropomorphism fish sequel talking underwater amnesia animal animation anthropomorphism fish sequel talking underwater,Andrew Stanton,14.477677,an unforgettable journey she probably won't remember.,Finding Dory,2277860,2269
2270,drama thriller,cell gesellschaft internet phone problems relationship technology,Henry Alex Rubin,12.18812,look up,Disconnect,1433811,2270
2271,action adventure fantasy fiction science,1970s aftercreditsstinger based beast changing comic comic future marvel mutant on or past storm superhuman the time travel,Bryan Singer,26.058586,"to save the future, they must alter the past",X-Men: Days of Future Past,1877832,2271
2272,comedy fantasy thriller,based comic director fantasy magical money object on woman,Ramaa Mosley,10.642891,everyone has a price. what's yours?,The Brass Teapot,1935902,2272
2273,documentary,director family woman,Sarah Polley,13.922815,,Stories We Tell,2366450,2273
2274,adventure drama,aging confronting dementia f lincoln montana nebraska nebraska past pickup road small sweepstakes the town trip truck word,Alexander Payne,11.160699,life's not about winning or losing. it's about how you get there in the end.,Nebraska,1821549,2274
2275,adventure fiction science thriller,adult and arrow based bow class dystopia female future game human novel on post-apocalyptic prejudice protagonist resistance revolt sequel subjugation war war young,Francis Lawrence,147.098006,fire burns brighter in the darkness,The Hunger Games: Mockingjay - Part 1,1951265,2275
2276,action adventure fiction science,3d adult based death dystopia game novel of on revolution strong woman young,Francis Lawrence,26.628178,the fire will burn forever.,The Hunger Games: Mockingjay - Part 2,1951266,2276
2277,horror,horror supernatural,Andy Muschietti,16.018525,a mother's love is forever,Mama,2023587,2277
2278,drama romance,airport author dream friends greece greek hotel hotel room summer twins vacation writer,Richard Linklater,11.30324,everything's better with maturity.,Before Midnight,2209418,2278
2279,drama,biography butler civil house rights white,Lee Daniels,11.061894,one quiet voice can ignite a revolution.,The Butler,1327773,2279
2280,crime thriller,american apache casino native scene sex sheriff tribe,Michael Winnick,14.950975,,"Guns, Girls and Gambling",1675161,2280
2281,animation,adult animation based blood dystopia game on video zombie,Makoto Kamiya,16.532373,the worst evil has been unleashed.,Biohazard: Damnation,1753496,2281
2282,drama horror,based director explosion high humiliation murder novel on power prank prom religious remake revenge school teenager telekinesis terror violence woman,Kimberly Peirce,18.399055,know her name. fear her power.,Carrie,1939659,2282
2283,drama thriller,based father on relationship son story true,Ric Roman Waugh,13.542675,how far would you go to save your son?,Snitch,882977,2283
2284,action adventure fiction science thriller,3d amusement animal animal attack dinosaur disaster dna escape horror island jurassic monster park park park rex sequel suspense theme tyrannosaurus velociraptor,Colin Trevorrow,32.790475,the park is open.,Jurassic World,369610,2284
2285,action comedy crime,agent agent bank based comic dea fugitive money on robbery undercover undercover,Baltasar Kormákur,13.336512,"2 guns, 1 bank.",2 Guns,1272878,2285
2286,action comedy crime,boston buddy comedy fbi,Paul Feig,12.706403,action's never been so hot!,The Heat,2404463,2286
2287,action crime drama thriller,3d based car cars duringcreditsstinger game on race speed street super super video,Scott Waugh,18.271383,for honor. for love. for redemption.,Need for Speed,2369135,2287
2288,adventure animation family adventure animation family,based on toy troll based on toy troll,Mike Mitchell,16.83711,,Trolls,1679335,2288
2289,crime thriller,blood convict deadly escaped escaped home hostage invasion killer killer killer murderer sadistic serial sociopath,Sam Miller,24.644321,first he gets into your house. then he gets into your head.,No Good Deed,2011159,2289
2290,action drama thriller,agent analyst cia conspiracy corruption england explosive intelligence jack london marine murder rehab russia ryan sniper surveillance terrorist u.s.,Kenneth Branagh,11.234862,trust no one.,Jack Ryan: Shadow Recruit,1205537,2290
2291,adventure animation comedy family fantasy adventure animation comedy family fantasy,action based batman creativity different duringcreditsstinger falling father friendship in lego live love on part powers relationship son super toy toys worlds action based batman creativity different duringcreditsstinger falling father friendship in lego live love on part powers relationship son super toy toys worlds,Phil Lord,16.418133,the story of a nobody who saved everybody.,The Lego Movie,1490017,2291
2292,action fiction science,alien alien deja dystopia exoskeleton invasion military officer restart soldier time vu war warp,Doug Liman,31.982986,"live, die, repeat",Edge of Tomorrow,1631867,2292
2293,adventure animation comedy family,kids sequel,Kelly Asbury,16.972835,,Smurfs: The Lost Village,2398241,2293
2294,action adventure thriller,arms battle cia dealer hospital mission rescue revolver sequel sledgehammer,Patrick Hughes,14.753545,new team. new attitude. new mission.,The Expendables 3,2333784,2294
2295,comedy drama romance,addiction female internet male male masturbation masturbation porn pornography relationship sex sex,Joseph Gordon-Levitt,10.948605,everyone loves a happy ending.,Don Jon,2229499,2295
2296,comedy crime,drug drug family gang mexico police smuggling,Rawson Marshall Thurber,18.474368,-if anyone asks.,We're the Millers,1723121,2296
2297,horror thriller,annabelle based exorcism farmhouse ghost investigation investigator island on paranormal paranormal power relationship rhode sister sister story supernatural true,James Wan,14.90169,based on the true case files of the warrens,The Conjuring,1457767,2297
2298,action crime drama thriller,firemen marshal murder protection u.s. witness,David Barrett,10.999209,revenge has its own set of rules.,Fire with Fire,1925431,2298
2299,horror romance thriller,director female rivalry sibling vampire vampire woman,Xan Cassavetes,11.397245,her love will never die.,Kiss of the Damned,1959438,2299
2300,action adventure animation comedy family action adventure animation comedy family,ancient animal anthropomorphism arts china china director dragon fu kung martial panda sequel talking village woman wuxia ancient animal anthropomorphism arts china china director dragon fu kung martial panda sequel talking village woman wuxia,Jennifer Yuh Nelson,14.696548,grab destiny by the rice dumplings.,Kung Fu Panda 3,2267968,2300
2301,action adventure fantasy fiction science,3d android imax jedi opera space spaceship,J.J. Abrams,31.626013,every generation has a story.,Star Wars: The Force Awakens,2488496,2301
2302,action adventure,ancient clue history mythology norse treasure viking vikings,Mikkel Brænne Sandemose,11.365247,all myths have an origin,Gåten Ragnarok,2363213,2302
2303,comedy drama history,animation biography film production writer,John Lee Hancock,15.130888,"where her book ended, their story began.",Saving Mr. Banks,2140373,2303
2304,action animation,based comics dc dystopic future future graphic joker novel on powers robin super,Jay Oliva,12.576611,justice returns... vengeance returns... redemption comes to gotham.,"Batman: The Dark Knight Returns, Part 2",2166834,2304
2305,comedy drama romance,admissions princeton university,Paul Weitz,10.098539,let someone in.,Admission,1814621,2305
2306,fiction horror science thriller,alien fear horror supernatural,Scott Stewart,26.972326,once you have been chosen. you belong to them.,Dark Skies,2387433,2306
2307,drama fiction science thriller,alien alien infected invasion monster post-apocalyptic sequel war,Tom Green,12.648061,know your enemy,Monsters: Dark Continent,1935302,2307
2308,action thriller,betrayal cop dirty heist,John Hillcoat,12.892504,the code on the street is never black & white,Triple 9,1712261,2308
2309,action comedy crime thriller,airplane cia england exploding hired killer london mi6 paris russia,Dean Parisot,11.04233,the best never rest.,RED 2,1821694,2309
2310,crime drama mystery thriller,bombing ex-lover lawyer terrorist,John Crowley,12.797172,they see your every move,Closed Circuit,2218003,2310
2311,crime drama thriller,candlelight kidnapping maze pennsylvania rural setting vigil vigilante,Denis Villeneuve,11.96262,every moment matters.,Prisoners,1392214,2311
2312,comedy,donor remake sperm,Ken Scott,13.548808,you're never quite ready for what life delivers.,Delivery Man,2387559,2312
2313,action adventure drama,3d ancient bible egypt moses ramses,Ridley Scott,16.320249,"once brothers, now enemies.",Exodus: Gods and Kings,1528100,2313
2314,comedy drama comedy drama,awkwardness beach bicycle conversation father friendship job neighbor park shyness step summer teenager vacation water awkwardness beach bicycle conversation father friendship job neighbor park shyness step summer teenager vacation water,Jim Rash,10.342737,we've all been there.,The Way Way Back,1727388,2314
2315,comedy romance,anniversary first marriage newlywed,Dan Mazer,11.783332,,I Give It a Year,2244901,2315
2316,animation comedy drama family,3d animation cartoon dream duringcreditsstinger emotions family friend imaginary kids moving unicorn,Pete Docter,23.985587,meet the little voices inside your head.,Inside Out,2096673,2316
2317,drama family fantasy romance,cinderella evil fairy kingdom lost magic orphan prince retelling royalty shoe stepmother tale,Kenneth Branagh,19.801128,midnight is just the beginning.,Cinderella,1661199,2317
2318,action crime thriller,high technology voyeurism,Nacho Vigalondo,12.294525,the 21st century rear window.,Open Windows,2409818,2318
2319,adventure animation comedy family,anthropomorphism crop duster fighter jet,Klay Hall,11.604181,from above the world of cars,Planes,1691917,2319
2320,drama fiction horror mystery science thriller,airplane miniseries suspense telekenesis trip,Tom Holland,12.215925,prepare yourself for the flight of your life!,The Langoliers,112040,2320
2321,drama history,1980s aids based biography drug hiv on story true women,Jean-Marc Vallée,14.785719,sometimes it takes a hustler to change the world,Dallas Buyers Club,790636,2321
2322,drama fiction romance science,artificial bittersweet computer future heartbreak intelligence loneliness love near singularity transhumanism,Spike Jonze,13.829515,a spike jonze love story,Her,1798709,2322
2323,drama romance,blood contamination love musician night vampire,Jim Jarmusch,13.594992,,Only Lovers Left Alive,1714915,2323
2324,action adventure drama,at container dialogue distress emergency life little raft sailor sea storm unconsciousness very yacht,J.C. Chandor,12.74965,never give up.,All Is Lost,2017038,2324
2325,action drama history war,art ii ii nazis post theft war war world world,George Clooney,11.132411,it was the greatest art heist in history,The Monuments Men,2177771,2325
2326,adventure animation romance,soccer,Juan José Campanella,14.347931,there's only one team this summer.,Metegol,1634003,2326
2327,animation family animation family,3d anger animal based bird game island management on pig talking video 3d anger animal based bird game island management on pig talking video,Fergal Reilly,11.171927,why so angry?,The Angry Birds Movie,1985949,2327
2328,crime drama,abandoned bar bartender blackmail boss bowl brooklyn catholic church city crime crime ex-con hitman mobster new organized pitbull puppy robbery super winter york,Michaël R. Roskam,11.695036,,The Drop,1600196,2328
2329,action crime thriller,assassin black call camera combat commando corruption crime death ex faked fbi gangster girl gore hand hand hitman hostage interrogation loner mysterious ops organized past prostitute revenge russian sadism security sociopath soldier surveillance suspense teenage to vigilante violence,Antoine Fuqua,17.618057,what do you see when you look at me?,The Equalizer,455944,2329
2330,adventure drama fiction science,against artificial astronaut astrophysics black courage daughter dystopia expedition family famine farmer farmhouse father father father gravity hole imax intelligence mechanics nasa paradox parent quantum race relationship relationship relationships relativity rescue robot saving scientist single single son space space space spaceship station the time time travel world wormhole zero,Christopher Nolan,32.213481,mankind was born on earth. it was never meant to die here.,Interstellar,816692,2330
2331,action adventure fiction science,adult based based caste divergent dystopia dystopic future novel novel on on system young youth,Neil Burger,21.572585,what makes you different makes you dangerous.,Divergent,1840309,2331
2332,drama,a based brutality day docudrama in life on police racism story true,Ryan Coogler,13.305596,every step brings you closer to the edge,Fruitvale Station,2334649,2332
2333,horror,axe bachelor cunnilingus dead death eating explosion facility fish flesh gore infection island marijuana murder murder party prequel quarantine research scene sex suicide virus,Kaare Andrews,10.118928,the birth of fear,Cabin Fever: Patient Zero,2102496,2333
2334,drama thriller,based disappearance missing mystery novel on person sex sexuality teenage,Gregg Araki,12.898498,i was 17 when my mother disappeared...,White Bird in a Blizzard,2238050,2334
2335,drama,accident brother brother car death death existentialism father father mother of of relationship relationship reunion son son usa wife,Joachim Trier,12.293202,,Louder Than Bombs,2217859,2335
2336,drama,alcoholic catholic church confessional death ireland murder priest recovering threat,John Michael McDonagh,11.033403,killing a priest on a sunday. that'll be a good one.,Calvary,2234003,2336
2337,drama fantasy fiction science,computer dystopia reality virtual,Terry Gilliam,10.990614,nothing is everything,The Zero Theorem,2333804,2337
2338,drama,abuse alcoholic an assaulting bar beer bridge brothel child cigar cigarette dirt dog dogfight drinking ex-con facial fellatio for gallon grocery lighter murder of officer pedophilia police prostitute rain road scar search shot smoking snake store teenager trees truck underage water wine woods,David Gordon Green,13.784411,,Joe,2382396,2338
2339,thriller,immigrant intelligence muslim security surveillance terror torture,Anton Corbijn,10.432407,,A Most Wanted Man,1972571,2339
2340,fiction horror science thriller,allegory barricade constitutional convention dystopia home invasion legalized murder social,James DeMonaco,23.207663,"one night a year, all crime is legal.",The Purge,2184339,2340
2341,adventure family fiction mystery science,apocalypse car city destiny dreamer futuristic futuristic imax inventor,Brad Bird,22.296076,imagine a world where nothing is impossible.,Tomorrowland,1964418,2341
2342,horror thriller horror thriller horror thriller horror thriller horror thriller horror thriller horror thriller,abduction alien footage found gore mumblegore tapes vhs zombie abduction alien footage found gore mumblegore tapes vhs zombie abduction alien footage found gore mumblegore tapes vhs zombie abduction alien footage found gore mumblegore tapes vhs zombie abduction alien footage found gore mumblegore tapes vhs zombie abduction alien footage found gore mumblegore tapes vhs zombie abduction alien footage found gore mumblegore tapes vhs zombie,Eduardo Sánchez,10.714779,who's tracking you?,V/H/S/2,2450186,2342
2343,animation comedy family,backpacker child dracula frankenstein hotel invisible life magic man marriage moving mummy new only out skeleton technology transylvania witch wolfman zombie,Genndy Tartakovsky,11.760218,they're back to raise a little terror,Hotel Transylvania 2,2510894,2343
2344,crime drama thriller,based hunt novel on,David M. Rosenthal,12.90146,one chance. one secret. one mistake,A Single Shot,1540741,2344
2345,comedy drama,city francisco narcissism new relationship rich san sister sister xanax york,Woody Allen,12.61244,blue moon. i used to know the words. now they're all a jumble.,Blue Jasmine,2334873,2345
2346,animation comedy family,africa day hippopotamus lemur lion love madagascar monkey off potion savannah spin valentine's zebra,David Soren,11.463062,all new adventure,Madly Madagascar,2702348,2346
2347,action drama thriller war,adult based country english novel on post-apocalyptic side survival terrorist young,Kevin Macdonald,14.21278,love will lead you home,How I Live Now,1894476,2347
2348,drama thriller,activist biography information internet journalist leak,Bill Condon,10.850442,you can't expose the world's secrets without exposing yourself,The Fifth Estate,1837703,2348
2349,fiction science thriller,alien alien dna giant in monster mutant panic spider spider subway subway town tunnel,Tibor Takács,11.012438,"8 legs, 3 dimensions, 1 disaster",Spiders,1659216,2349
2350,action adventure fiction science,based body comic comic fantastic four horror invisible marvel on portal superhero superhero team telekinesis teleportation transformation woman,Josh Trank,17.246484,change is coming.,Fantastic Four,1502712,2350
2351,action adventure comedy fantasy action adventure comedy fantasy,artifact caribbean drama ghost map monkey period pirate sea sequel ship swashbuckler treasure trident artifact caribbean drama ghost map monkey period pirate sea sequel ship swashbuckler treasure trident,Joachim Rønning,133.82782,,Pirates of the Caribbean: Dead Men Tell No Tales,1790809,2351
2352,fiction science,angeles creature exterminator feature giant law los martial spider,Mike Mendez,12.48386,,Big Ass Spider!,1830713,2352
2353,horror thriller,chucky comes doll doll escape horror killer life to toy wheelchair,Don Mancini,15.771245,fear has a new home,Curse of Chucky,2230358,2353
2354,fiction horror science thriller,airport based boston cell cream drive-in ice murder novel on phone suicide theatre truck violence virus,Tod Williams,10.752519,when everyone is connected no one is safe.,Cell,775440,2354
2355,action,car car car muscle race race revenge speed suspense,James Wan,27.275687,vengeance hits home,Furious 7,2820852,2355
2356,crime drama,agent artist con fbi mobster scam,David O. Russell,16.478036,everyone hustles to survive,American Hustle,1800241,2356
2357,drama,abuse attempt based care child child daughter father film foster foster group home incest on parole pregnancy relationship short social suicide teen troubled violence worker,Destin Cretton,12.34835,support them. take care of them. but don't become their friend.,Short Term 12,2370248,2357
2358,adventure drama history,army black death doctor medicine medieval orphan sandstorm zealot,Philipp Stölzl,13.332387,,The Physician,2101473,2358
2359,crime drama mystery thriller,alcoholic based city investigator kingpin mafia matt murder murder new novel on private scudder wife york,Scott Frank,14.914924,some people are afraid of all the wrong things,A Walk Among the Tombstones,365907,2359
2360,action animation fiction science,anime based black comic comic iron man marvel mecha on superhero widow,Hiroshi Hamazaki,10.474313,can iron man save the world when the world is against him?,アイアンマン：ライズ・オブ・テクノヴォア,2654124,2360
2361,action adventure comedy fantasy action adventure comedy fantasy,demon folklore hunter demon folklore hunter,Stephen Chow,10.506004,,西遊降魔篇,2017561,2361
2362,animation comedy family fantasy animation comedy family fantasy,based daughter duringcreditsstinger father friendship motion novel on relationship stop unlikely based daughter duringcreditsstinger father friendship motion novel on relationship stop unlikely,Anthony Stacchi,11.563909,when troubles strikes friends stack together,The Boxtrolls,787474,2362
2363,comedy crime drama mystery romance,1960s 1970s angeles based investigator los marijuana novel on private smoking,Paul Thomas Anderson,13.52638,"under the paving stones, the beach!",Inherent Vice,1791528,2363
2364,drama thriller,disaster father hurricane hurricane infant katrina natural,Eric Heisserer,10.053166,every second counts.,Hours,2094018,2364
2365,animation family,curiosity director duringcreditsstinger fairy fairy pirate tale woman,Peggy Holmes,12.796484,,Tinker Bell and the Pirate Fairy,2483260,2365
2366,comedy crime drama,mumblegore suspense,E.L. Katz,11.311004,get ready for the night of your life,Cheap Thrills,2389182,2366
2367,drama,malaria mother relationship son,Phillip Noyce,12.015917,two mothers lose their sons to malaria.,Mary and Martha,2284766,2367
2368,action adventure animation comedy family action adventure animation comedy family,3d aftercreditsstinger another best boy brother brother brother dead dilemma dimension friend genius hate hero moral relationship revenge robot superheroes talent teen 3d aftercreditsstinger another best boy brother brother brother dead dilemma dimension friend genius hate hero moral relationship revenge robot superheroes talent teen,Chris Williams,213.849907,from the creators of wreck-it ralph and frozen,Big Hero 6,2245084,2368
2369,action adventure thriller,austria conspiracy england london mission opera sequel spy vienna vienna villain,Christopher McQuarrie,17.836882,desperate times. desperate measures.,Mission: Impossible - Rogue Nation,2381249,2369
2370,comedy,broadcast disc hostage hostage jockey laid off radio radio situation station,Declan Lowney,10.130541,12 hostages. 24 hours. 1 partridge.,Alan Partridge: Alpha Papa,469021,2370
2371,drama history thriller,civil ghost madness war,Ben Wheatley,13.567726,open up and let the devil in,A Field in England,2375574,2371
2372,crime drama,addiction apartment bar based blackmail cocaine drug friendship heroin junkie novel on revenge sequel theft violence,Danny Boyle,17.645877,face your past. choose your future.,T2 Trainspotting,2763304,2372
2373,thriller,car chase cop dirty identity mistaken,Mukunda Michael Dewil,10.803734,wrong place. wrong time. wrong car.,Vehicle 19,1911662,2373
2374,drama romance,biography,Christopher Menaul,10.47983,"a true tale of love, liberty and scandal amongst the edwardian artists' colony in cornwall",Summer in February,2184287,2374
2375,crime thriller,1950s based child killer military murder murder novel on russian serial soviet stalinism union,Daniel Espinosa,17.608346,how do you find a killer who doesn’t exist?,Child 44,1014763,2375
2376,comedy documentary,"city comedy duringcreditsstinger garden madison manhattan, new square stand-up york",Leslie Small,11.110533,witness the rise of a legend,Kevin Hart: Let Me Explain,2609912,2376
2377,adventure comedy family fantasy,history history museum natural night smithsonian watchman,Shawn Levy,19.539436,one final night to save the day.,Night at the Museum: Secret of the Tomb,2692250,2377
2378,mystery thriller,based delusion doppelganger dream illness infidelity lynchian mental nightmare novel on professor sequence surrealism symbolism,Denis Villeneuve,12.66992,you can’t escape yourself!,Enemy,2316411,2378
2379,crime thriller,corruption crime drama england london,George Isaac,12.177435,once you are in. there's no getting out,All Things To All Men,2095568,2379
2380,drama,female france girl nudity nudity prostitution teenage,François Ozon,11.833023,,Jeune & Jolie,2752200,2380
2381,action adventure,ancient battle greece hercules mercenary sagen warrior,Brett Ratner,19.606895,"before he was a legend, he was a man.",Hercules,1267297,2381
2382,action comedy crime action comedy crime,aftercreditsstinger buddy comedy cop duringcreditsstinger high school undercover aftercreditsstinger buddy comedy cop duringcreditsstinger high school undercover,Phil Lord,10.901496,they're not 21 anymore,22 Jump Street,2294449,2382
2383,comedy western,farmer gunslinger laxative west wild,Seth MacFarlane,10.38391,bring protection.,A Million Ways to Die in the West,2557490,2383
2384,crime thriller,character drifter mumblegore neo-noir revenge storytelling study virginia visual,Jeremy Saulnier,11.509412,revenge comes home,Blue Ruin,2359024,2384
2385,comedy,entourage friendship hollywood movie star,Doug Ellin,14.013413,dream large. live larger.,Entourage,1674771,2385
2386,drama movie romance tv,loss memory,Jeff Bleckner,11.190606,who says you can't fall in love every day?,Remember Sunday,2770480,2386
2387,action adventure fiction science,hatred opera sequel space stranded,Justin Lin,20.659284,,Star Trek Beyond,2660888,2387
2388,action war,biography iraq navy seal sniper soldier u.s.,Clint Eastwood,19.228561,the most lethal sniper in u.s. history.,American Sniper,2179136,2388
2389,documentary,atheism atheist history religion science secularism skepticism,Gus Holwerda,10.068759,what are you willing to believe?,The Unbelievers,2636522,2389
2390,action crime drama thriller,drugs illegal retirement secret service,McG,17.861119,,3 Days to Kill,2172934,2390
2391,drama history,africa apartheid biography figure historical mandela nelson prison south,Justin Chadwick,11.318079,it is an ideal for which i am prepared to die.,Mandela: Long Walk to Freedom,2304771,2391
2392,action thriller,abroad against american american coup embassy engineer execution family foreign hotel race rebellion revolution survival time u.s.,John Erick Dowdle,14.13262,no rescue. no refuge.,No Escape,1781922,2392
2393,thriller,american couple detective hotel private sailboat,Hossein Amini,10.652311,a mysterious past. an unspeakable secret.,The Two Faces of January,1976000,2393
2394,action fiction science,dinosaur engineering genetic genetics,Joseph J. Lawson,11.785502,back from extinction!,Age of Dinosaurs,2518926,2394
2395,action drama thriller war,dangerous military mission navy seal survival war,Peter Berg,10.855502,based on true acts of courage,Lone Survivor,1091191,2395
2396,comedy,a angeles corruption flashback friendship impersonating investigation kidnapping los lying male mobster murder nightclub officer party police police robbery,Luke Greenfield,15.962793,fake cops. real trouble.,Let's Be Cops,1924435,2396
2397,comedy drama,actor broadway city long new play square superhero take times york,Alejandro González Iñárritu,18.193263,or (the unexpected virtue of ignorance),Birdman,2562232,2397
2398,comedy,alcohol baby bathroom family fraternity fraternity house humor neighbor neighbor party relationship,Nicholas Stoller,11.90575,family vs. frat,Neighbors,2004420,2398
2399,comedy drama family,child foster musical orphan,Will Gluck,13.275529,it's a hard knock life,Annie,1823664,2399
2400,fantasy romance,based based beast beast castle curse fairy fairy forest giant healing love magic man man novel on on picturesque power surrealism tale tale transformation,Christophe Gans,19.628834,the legend is reborn...,La Belle et la Bête,2316801,2400
2401,action crime fiction science,android artificial cop future intelligence near robot robot,Neill Blomkamp,30.206365,i am consciousness. i am alive. i am chappie.,Chappie,1823672,2401
2402,animation drama romance,age age anime coming gap of seinen shoemaker,Makoto Shinkai,11.16068,,言の葉の庭,2591814,2402
2403,action fiction mystery science thriller,adult based based dystopia dystopic erased escape future loss maze memory memory novel novel on on post-apocalyptic runner trapped young,Wes Ball,76.93789,run - remember - survive,The Maze Runner,1790864,2403
2404,crime thriller,escape gun hunt hunting killer man serial,Scott Walker,12.388833,the hunter becomes the hunted,The Frozen Ground,2005374,2404
2405,fiction horror science thriller,comatose hospital power psychic remake telekinesis,Mark Hartley,12.014928,cruel. controlling. comatose.,Patrick,2147459,2405
2406,comedy romance,based best female friends in love male missed novel on opportunity pregnancy relationship teenage,Christian Ditter,14.566103,right love. wrong time.,"Love, Rosie",1638002,2406
2407,drama fantasy horror mystery thriller,blood ghost gothic haunted house mining murder spitting,Guillermo del Toro,13.492684,beware.,Crimson Peak,2554274,2407
2408,crime drama mystery,(nsa) against against agency and anti betrayal cat chinese computer computer computer conspiracy credits cyber cyber cyber cybercrime exchange fugitive hacker hacker hacking hero malaysia many military mouse national no nuclear on one opening plant plot power race run security shootout stock suspense technology terrorism terrorism terrorist terrorist terrorist the thriller time virus,Michael Mann,14.932368,we are no longer in control.,Blackhat,2717822,2408
2409,documentary,boson cern higgs multiverse physics supersymetry,Mark Levinson,10.743115,"with one switch, everything changes.",Particle Fever,1385956,2409
2410,adventure animation family fantasy adventure animation family fantasy,3d magic 3d magic,Ben Stassen,11.249956,one lost little cat. one magical adventure.,The House of Magic,3148834,2410
2411,action comedy fantasy,adult based danger family friendship guardian half life narration novel of on powers royal super superhuman vampire vampire young,Mark Waters,12.227198,they suck at school.,Vampire Academy,1686821,2411
2412,action adventure comedy,american based buddy cold cop on remake russian series spy spy spy tv war,Guy Ritchie,14.656875,saving the world never goes out of style.,The Man from U.N.C.L.E.,1638355,2412
2413,drama,book germany ii jewish nazi war world,Brian Percival,16.373622,courage beyond words.,The Book Thief,816442,2413
2414,horror thriller,amityville horror,Franck Khalfoun,20.712818,every house has a history. this one has a legend.,Amityville: The Awakening,1935897,2414
2415,action fiction science,bollywood hindi identity lethal mad pregnant scientist secret superhero virus woman,Rakesh Roshan,11.11403,,कृष ३,1029231,2415
2416,mystery thriller,aggression amnesia flashback hospital therapist,Rowan Joffe,14.921298,who do you trust?,Before I Go to Sleep,1726592,2416
2417,fantasy,desert egypt egyptian egyptian fight gods myth mythology mythology nile rescue thief underworld war,Alex Proyas,13.337707,the battle for eternity begins,Gods of Egypt,2404233,2417
2418,drama,father judge lawyer relationship son,David Dobkin,17.887943,defend your honor.,The Judge,1872194,2418
2419,drama history thriller war,biography cryptography england gay ii logician mathematician war world,Morten Tyldum,31.59594,the true enigma was the man who cracked the code.,The Imitation Game,2084970,2419
2420,drama,black caribbean director england high issues slave social society trial victorian woman woman,Amma Asante,13.454169,based on the inspiring true story,Belle,2404181,2420
